Number	Words	First Letter	Last Letter	Length		Notes
5195	edellisvuosi	e	i	12		
5196	edellisvuotinen	e	n	15		
5197	edellyttää	e	ä	10		
5198	edellytys	e	s	9		
5199	edellä	e	ä	6		
5200	edellä esitetty	e	y	15		
5201	edelläkävijä	e	ä	12		
5202	edelläkäypä	e	ä	11		
5203	edelläkäyvä	e	ä	11		
5204	edellä mainittu	e	u	15		
5205	edeltä	e	ä	6		
5206	edeltäjä	e	ä	8		
5207	edeltäkäsin	e	n	11		
5208	edeltäpäin	e	n	10		
5209	edeltää	e	ä	7		
5210	edelweiss	e	s	9		
5211	edemmä	e	ä	6		
5212	edemmäksi	e	i	9		
5213	edemmäs	e	s	7		
5214	edempänä	e	ä	8		
5215	edempää	e	ä	7		
5216	edes	e	s	4		
5217	edesauttaa	e	a	10		
5218	edeskäypä	e	ä	9		
5219	edesmennyt	e	t	10		
5220	edesottamus	e	s	11		
5221	edespäin	e	n	8		
5222	edessä	e	ä	6		
5223	edessäpäin	e	n	10		
5224	edestakainen	e	n	12		
5225	edestakaisin	e	n	12		
5226	edestakaisliike	e	e	15		
5227	edestakaissauma	e	a	15		
5228	edestä	e	ä	6		
5229	edestäpäin	e	n	10		
5230	edesvastuu	e	u	10		
5231	edesvastuuton	e	n	13		
5232	edesvastuuttomasti	e	i	18		
5233	edetä	e	ä	5		
5234	edikti	e	i	6		
5235	edistyksellinen	e	n	15		
5236	edistyksellisesti	e	i	17		
5237	edistyksellisyys	e	s	16		
5238	edistyneisyys	e	s	13		
5239	edistys	e	s	7		
5240	edistysaskel	e	l	12		
5241	edistysmielinen	e	n	15		
5242	edistysmielisyys	e	s	16		
5243	edistyä	e	ä	7		
5244	edistäjä	e	ä	8		
5245	edistää	e	ä	7		
5246	editio	e	o	6		
5247	editoida	e	a	8		
5248	editointi	e	i	9		
5249	editori	e	i	7		
5250	editse	e	e	6		
5251	edukas	e	s	6		
5252	edullinen	e	n	9		
5253	edullisesti	e	i	11		
5254	edullisuus	e	s	10		
5255	edunsaaja	e	a	9		
5256	eduntasoitus	e	s	12		
5257	edunvalvonta	e	a	12		
5258	edus	e	s	4		
5259	eduskunta	e	a	9		
5260	eduskunta-aloite	e	e	16		
5261	eduskuntakeskustelu	e	u	19		
5262	eduskuntakäsittely	e	y	18		
5263	eduskuntaryhmä	e	ä	14		
5264	eduskuntasihteeri	e	i	17		
5265	eduskuntatalo	e	o	13		
5266	eduskuntatoimittaja	e	a	19		
5267	eduskuntatyö	e	ö	12		
5268	eduskuntavaalit	e	t	15		
5269	edusmies	e	s	8		
5270	edusta	e	a	6		
5271	edustaa	e	a	7		
5272	edustaja	e	a	8		
5273	edustajakokous	e	s	14		
5274	edustajakunta	e	a	13		
5275	edustajanpaikka	e	a	15		
5276	edustajanpalkkio	e	o	16		
5277	edustajantoimi	e	i	14		
5278	edustajisto	e	o	11		
5279	edustajuus	e	s	10		
5280	edustava	e	a	8		
5281	edustavasti	e	i	11		
5282	edustavuus	e	s	10		
5283	edusteilla	e	a	10		
5284	edusteinen	e	n	10		
5285	edustua	e	a	7		
5286	edustuksellinen	e	n	15		
5287	edustus	e	s	7		
5288	edustusasu	e	u	10		
5289	edustusasunto	e	o	13		
5290	edustusauto	e	o	11		
5291	edustuselin	e	n	11		
5292	edustusjoukkue	e	e	14		
5293	edustuskelpoinen	e	n	16		
5294	edustuskelpoisuus	e	s	17		
5295	edustuskulut	e	t	12		
5296	edustuskyky	e	y	11		
5297	edustuskykyinen	e	n	15		
5298	edustuslaitos	e	s	13		
5299	edustuslounas	e	s	13		
5300	edustusmenot	e	t	12		
5301	edustusoikeus	e	s	13		
5302	edustustehtävä	e	ä	14		
5303	edustustilaisuus	e	s	16		
5304	edustustili	e	i	11		
5305	edustusto	e	o	9		
5306	eebenholtsi	e	i	11		
5307	eebenpuu	e	u	8		
5308	eeden	e	n	5		
5309	eekkeri	e	i	7		
5310	eepikko	e	o	7		
5311	eepos	e	s	5		
5312	eeppinen	e	n	8		
5313	eespäin	e	n	7		
5314	eesti	e	i	5		
5315	eestiläinen	e	n	11		
5316	eestin kieli	e	i	12		
5317	eetteri	e	i	7		
5318	eetterimedia	e	a	12		
5319	eetterinarkoosi	e	i	15		
5320	eetterinukutus	e	s	14		
5321	eettinen	e	n	8		
5322	eettisesti	e	i	10		
5323	eettisyys	e	s	9		
5324	eetvartti	e	i	9		
5325	eeva	e	a	4		
5326	efekti	e	i	6		
5327	efektiivinen	e	n	12		
5328	efektiivisesti	e	i	14		
5329	efektiivisyys	e	s	13		
5330	efesolaiskirje	e	e	14		
5331	ego	e	o	3		
5332	egoismi	e	i	7		
5333	egoisti	e	i	7		
5334	egoistinen	e	n	10		
5335	egoistisesti	e	i	12		
5336	egoistisuus	e	s	11		
5337	egosentrinen	e	n	12		
5338	egosentrisesti	e	i	14		
5339	egosentrisyys	e	s	13		
5340	egyptiläinen	e	n	12		
5341	egyptinparru	e	u	12		
5342	egyptologi	e	i	10		
5343	egyptologia	e	a	11		
5344	egyptologinen	e	n	13		
5345	ehdoin tahdoin	e	n	14		
5346	ehdokas	e	s	7		
5347	ehdokasasettelu	e	u	15		
5348	ehdokaslista	e	a	12		
5349	ehdokkuus	e	s	9		
5350	ehdollepano	e	o	11		
5351	ehdollinen	e	n	10		
5352	ehdollisesti	e	i	12		
5353	ehdollistaa	e	a	11		
5354	ehdollistua	e	a	11		
5355	ehdollisuus	e	s	11		
5356	ehdonalainen	e	n	12		
5357	ehdonvalta	e	a	10		
5358	ehdotella	e	a	9		
5359	ehdotelma	e	a	9		
5360	ehdoton	e	n	7		
5361	ehdottaa	e	a	8		
5362	ehdottaja	e	a	9		
5363	ehdottomasti	e	i	12		
5364	ehdottomuus	e	s	11		
5365	ehdotus	e	s	7		
5366	ehdyksiin	e	n	9		
5367	ehdyksissä	e	ä	10		
5368	ehdyttää	e	ä	8		
5369	ehei	e	i	4		
5370	eheys	e	s	5		
5371	eheyttää	e	ä	8		
5372	eheytys	e	s	7		
5373	eheytyä	e	ä	7		
5374	eheä	e	ä	4		
5375	eheälaitainen	e	n	13		
5376	eheärakenteinen	e	n	15		
5377	eheästi	e	i	7		
5378	ehiö	e	ö	4		
5379	ehjyys	e	s	6		
5380	ehjä	e	ä	4		
5381	ehjästi	e	i	7		
5382	ehken	e	n	5		
5383	ehkä	e	ä	4		
5384	ehkäisijä	e	ä	9		
5385	ehkäisin	e	n	8		
5386	ehkäistyä	e	ä	9		
5387	ehkäistä	e	ä	8		
5388	ehkäisy	e	y	7		
5389	ehkäisyaine	e	e	11		
5390	ehkäisykapseli	e	i	14		
5391	ehkäisykeino	e	o	12		
5392	ehkäisykierukka	e	a	15		
5393	ehkäisymenetelmä	e	ä	16		
5394	ehkäisyneuvonta	e	a	15		
5395	ehkäisypilleri	e	i	14		
5396	ehkäisytabletti	e	i	15		
5397	ehkäisytoimi	e	i	12		
5398	ehkäisytulli	e	i	12		
5399	ehkäisyvaahto	e	o	13		
5400	ehkäisyväline	e	e	13		
5401	ehommin	e	n	7		
5402	ehompi	e	i	6		
5403	ehostaa	e	a	7		
5404	ehoste	e	e	6		
5405	ehostus	e	s	7		
5406	ehta	e	a	4		
5407	ehtimiseen	e	n	10		
5408	ehtiä	e	ä	5		
5409	ehto	e	o	4		
5410	ehtoinen	e	n	8		
5411	ehtoisa	e	a	7		
5412	ehtoisesti	e	i	10		
5413	ehtoisuus	e	s	9		
5414	ehtolainen	e	n	10		
5415	ehtolaiskurssi	e	i	14		
5416	ehtolaiskuulustelu	e	u	18		
5417	ehtolause	e	e	9		
5418	ehtoo	e	o	5		
5419	ehtoollinen	e	n	11		
5420	ehtoollisastiat	e	t	15		
5421	ehtoollisjumalanpalvelus	e	s	24		
5422	ehtoolliskalkki	e	i	15		
5423	ehtoolliskirkko	e	o	15		
5424	ehtoollislautanen	e	n	17		
5425	ehtoollisleipä	e	ä	14		
5426	ehtoollismalja	e	a	14		
5427	ehtoollispikari	e	i	15		
5428	ehtoollispöytä	e	ä	14		
5429	ehtoollisvieras	e	s	15		
5430	ehtoollisviini	e	i	14		
5431	ehtoopuoli	e	i	10		
5432	ehtotapa	e	a	8		
5433	ehtymätön	e	n	9		
5434	ehtyä	e	ä	5		
5435	ehyt	e	t	4		
5436	ehytlaitainen	e	n	13		
5437	ehättää	e	ä	7		
5438	ei	e	i	2		
5439	ei-	e	-	3		
5440	eideetikko	e	o	10		
5441	eideettinen	e	n	11		
5442	ei-kenenkään-maa	e	a	16		
5443	eilen	e	n	5		
5444	eilinen	e	n	7		
5445	eilisaamu	e	u	9		
5446	eilisaamuinen	e	n	13		
5447	eilisilta	e	a	9		
5448	eilisiltainen	e	n	13		
5449	eilispäivä	e	ä	10		
5450	eilispäiväinen	e	n	14		
5451	eine	e	e	4		
5452	eines	e	s	5		
5453	eineskeittiö	e	ö	12		
5454	eioo	e	o	4		
5455	eittämättä	e	ä	10		
5456	eittämätön	e	n	10		
5457	ejakulaatio	e	o	11		
5458	eka	e	a	3		
5459	ekaluokkalainen	e	n	15		
5460	ekliptika	e	a	9		
5461	ekobetonoida	e	a	12		
5462	ekobetonointi	e	i	13		
5463	ekokatastrofi	e	i	13		
5464	ekokunta	e	a	8		
5465	ekologi	e	i	7		
5466	ekologia	e	a	8		
5467	ekologinen	e	n	10		
5468	ekologisesti	e	i	12		
5469	ekolokero	e	o	9		
5470	ekolääni	e	i	8		
5471	ekomerkki	e	i	9		
5472	ekonometria	e	a	11		
5473	ekonometrinen	e	n	13		
5474	ekonometrisesti	e	i	15		
5475	ekonomi	e	i	7		
5476	ekonomia	e	a	8		
5477	ekonominen	e	n	10		
5478	ekonomisesti	e	i	12		
5479	ekonomisti	e	i	10		
5480	ekonomisuus	e	s	11		
5481	ekopiste	e	e	8		
5482	ekosysteemi	e	i	11		
5483	ekotalo	e	o	7		
5484	ekotyyppi	e	i	9		
5485	eksa-	e	-	5		
5486	eksakti	e	i	7		
5487	eksaktisti	e	i	10		
5488	eksaktius	e	s	9		
5489	ekseema	e	a	7		
5490	eksegetiikka	e	a	12		
5491	eksemplaari	e	i	11		
5492	eksentrinen	e	n	11		
5493	eksentrisesti	e	i	13		
5494	eksentrisyys	e	s	12		
5495	ekshibitionismi	e	i	15		
5496	ekshibitionisti	e	i	15		
5497	ekshibitionistinen	e	n	18		
5498	eksisteerata	e	a	12		
5499	eksistenssi	e	i	11		
5500	eksistentiaalinen	e	n	17		
5501	eksistentialismi	e	i	16		
5502	eksistentialisti	e	i	16		
5503	eksistentialistinen	e	n	19		
5504	eksistoida	e	a	10		
5505	eksklusiivinen	e	n	14		
5506	eksklusiivisuus	e	s	15		
5507	ekskursio	e	o	9		
5508	ekskurssi	e	i	9		
5509	eksogeeninen	e	n	12		
5510	eksogeenisuus	e	s	13		
5511	eksoottinen	e	n	11		
5512	eksoottisesti	e	i	13		
5513	eksoottisuus	e	s	12		
5514	eksotiikka	e	a	10		
5515	ekspansiivinen	e	n	14		
5516	ekspansiivisesti	e	i	16		
5517	ekspansiivisuus	e	s	15		
5518	ekspansio	e	o	9		
5519	ekspatriaatti	e	i	13		
5520	eksperimentaalinen	e	n	18		
5521	ekspertti	e	i	9		
5522	eksplementtikulma	e	a	17		
5523	eksplisiittinen	e	n	15		
5524	eksplisiittisesti	e	i	17		
5525	eksplisiittisyys	e	s	16		
5526	eksponentiaalinen	e	n	17		
5527	eksponentiaalisesti	e	i	19		
5528	eksponentiaalisuus	e	s	18		
5529	eksponentti	e	i	11		
5530	eksponenttifunktio	e	o	18		
5531	eksponenttikäyrä	e	ä	16		
5532	ekspressiivinen	e	n	15		
5533	ekspressiivisesti	e	i	17		
5534	ekspressiivisyys	e	s	16		
5535	ekspressionismi	e	i	15		
5536	ekspressionisti	e	i	15		
5537	ekspressionistinen	e	n	18		
5538	ekstaasi	e	i	8		
5539	ekstaattinen	e	n	12		
5540	ekstaattisesti	e	i	14		
5541	ekstaattisuus	e	s	13		
5542	ekstra	e	a	6		
5543	ekstrakti	e	i	9		
5544	ekstranet	e	t	9		
5545	ekstrovertti	e	i	12		
5546	eksykki	e	i	7		
5547	eksyksiin	e	n	9		
5548	eksyksissä	e	ä	10		
5549	eksyksistä	e	ä	10		
5550	eksymys	e	s	7		
5551	eksymä	e	ä	6		
5552	eksyttää	e	ä	8		
5553	eksytys	e	s	7		
5554	eksyä	e	ä	5		
5555	ekumeeninen	e	n	11		
5556	ekumeenisesti	e	i	13		
5557	ekumeenisuus	e	s	12		
5558	ekumenia	e	a	8		
5559	ekvaattori	e	i	10		
5560	ekvivalenssi	e	i	12		
5561	ekvivalentti	e	i	12		
5562	ekvivalenttinen	e	n	15		
5563	elanto	e	o	6		
5564	elastinen	e	n	9		
5565	elastisesti	e	i	11		
5566	elastisuus	e	s	10		
5567	elatiivi	e	i	8		
5568	elatus	e	s	6		
5569	elatusaine	e	e	10		
5570	elatusapu	e	u	9		
5571	elatusmaksu	e	u	11		
5572	elatustuki	e	i	10		
5573	elatusvelvollinen	e	n	17		
5574	elatusvelvollisuus	e	s	18		
5575	eldorado	e	o	8		
5576	ele	e	e	3		
5577	eleettömyys	e	s	11		
5578	eleettömästi	e	i	12		
5579	eleetön	e	n	7		
5580	elefantti	e	i	9		
5581	elefanttitauti	e	i	14		
5582	eleganssi	e	i	9		
5583	elegantisti	e	i	11		
5584	elegantti	e	i	9		
5585	eleganttius	e	s	11		
5586	elegia	e	a	6		
5587	eleginen	e	n	8		
5588	elegisesti	e	i	10		
5589	elegisyys	e	s	9		
5590	elehdintä	e	ä	9		
5591	elehtiä	e	ä	7		
5592	eleinen	e	n	7		
5593	eleisesti	e	i	9		
5594	eleisyys	e	s	8		
5595	elekieli	e	i	8		
5596	elektro-	e	-	8		
5597	elektrodi	e	i	9		
5598	elektrodynaaminen	e	n	17		
5599	elektrodynamiikka	e	a	17		
5600	elektroenkefalogrammi	e	i	21		
5601	elektrokardiogrammi	e	i	19		
5602	elektroluminesenssi	e	i	19		
5603	elektroluminesenssinäyttö	e	ö	25		
5604	elektrolyysi	e	i	12		
5605	elektrolyytti	e	i	13		
5606	elektrolyyttinen	e	n	16		
5607	elektrolyyttisesti	e	i	18		
5608	elektroni	e	i	9		
5609	elektroniikka	e	a	13		
5610	elektroniikkainsinööri	e	i	22		
5611	elektroniikkateollisuus	e	s	23		
5612	elektronikehä	e	ä	13		
5613	elektronikuori	e	i	14		
5614	elektronimikroskooppi	e	i	21		
5615	elektronimikroskopia	e	a	20		
5616	elektronimusiikki	e	i	17		
5617	elektroninen	e	n	12		
5618	elektronioptiikka	e	a	17		
5619	elektroniputki	e	i	14		
5620	elektronisesti	e	i	14		
5621	elektronisuihku	e	u	15		
5622	elektronivoltti	e	i	15		
5623	elellä	e	ä	6		
5624	elementaari-	e	-	12		
5625	elementaarinen	e	n	14		
5626	elementaarisesti	e	i	16		
5627	elementaarisuus	e	s	15		
5628	elementti	e	i	9		
5629	elementtirakentaminen	e	n	21		
5630	elementtirakenteinen	e	n	20		
5631	elementtitalo	e	o	13		
5632	elementtitehdas	e	s	15		
5633	elevaattori	e	i	11		
5634	eli	e	i	3		
5635	eliitti	e	i	7		
5636	eliitti-	e	-	8		
5637	eliittikulttuuri	e	i	16		
5638	eliittiryhmä	e	ä	12		
5639	eliittiurheilu	e	u	14		
5640	elikko	e	o	6		
5641	elikkä	e	ä	6		
5642	eliksiiri	e	i	9		
5643	elimellinen	e	n	11		
5644	elimellisesti	e	i	13		
5645	elimellisyys	e	s	12		
5646	eliminaatio	e	o	11		
5647	eliminoida	e	a	10		
5648	eliminointi	e	i	11		
5649	eliminoitua	e	a	11		
5650	elimistö	e	ö	8		
5651	elin	e	n	4		
5652	elinaika	e	a	8		
5653	elinaikainen	e	n	12		
5654	elinaikaisuus	e	s	13		
5655	elinalue	e	e	8		
5656	elinehto	e	o	8		
5657	elinhermo	e	o	9		
5658	elinikä	e	ä	7		
5659	elinikäinen	e	n	11		
5660	elinkaari	e	i	9		
5661	elinkausi	e	i	9		
5662	elinkautinen	e	n	12		
5663	elinkautistuomio	e	o	16		
5664	elinkautisvanki	e	i	15		
5665	elinkeino	e	o	9		
5666	elinkeinoasiamies	e	s	17		
5667	elinkeinoelämä	e	ä	14		
5668	elinkeinoilmoitus	e	s	17		
5669	elinkeinolupa	e	a	13		
5670	elinkeinonharjoittaja	e	a	21		
5671	elinkeinorakenne	e	e	16		
5672	elinkeinovapaus	e	s	15		
5673	elinkeinovero	e	o	13		
5674	elinkelpoinen	e	n	13		
5675	elinkelpoistaa	e	a	14		
5676	elinkelpoisuus	e	s	14		
5677	elinkelvoton	e	n	12		
5678	elinkelvottomuus	e	s	16		
5679	elinkorko	e	o	9		
5680	elinkustannukset	e	t	16		
5681	elinkustannusindeksi	e	i	20		
5682	elinkyky	e	y	8		
5683	elinkykyinen	e	n	12		
5684	elinkykyisyys	e	s	13		
5685	elinkysymys	e	s	11		
5686	elinmahdollisuus	e	s	16		
5687	elinpankki	e	i	10		
5688	elinpiiri	e	i	9		
5689	elinpäivä	e	ä	9		
5690	elinsiirto	e	o	10		
5691	elinsiirtokirurgia	e	a	18		
5692	elintarvike	e	e	11		
5693	elintarvikeala	e	a	14		
5694	elintarvikehuolto	e	o	17		
5695	elintarvikehygieenikko	e	o	22		
5696	elintarvikehygienia	e	a	19		
5697	elintarvikeinsinööri	e	i	20		
5698	elintarvikekauppa	e	a	17		
5699	elintarvikekemia	e	a	16		
5700	elintarvikekioski	e	i	17		
5701	elintarvikemuovi	e	i	16		
5702	elintarvikeomavaraisuus	e	s	23		
5703	elintarviketeknologia	e	a	21		
5704	elintarviketeollisuus	e	s	21		
5705	elintarviketiede	e	e	16		
5706	Elintarvikevirasto	E	o	18		
5707	elintarvikeväri	e	i	15		
5708	elintaso	e	o	8		
5709	elintasokilpa	e	a	13		
5710	elintasokilpailu	e	u	16		
5711	elintasokoti	e	i	12		
5712	elintasokuilu	e	u	13		
5713	elintasopakolainen	e	n	18		
5714	elintasosairaus	e	s	15		
5715	elintasosiipi	e	i	13		
5716	elintasoyhteiskunta	e	a	19		
5717	elintestamentti	e	i	15		
5718	elintila	e	a	8		
5719	elintoiminta	e	a	12		
5720	elintoiminto	e	o	12		
5721	elintärkeys	e	s	11		
5722	elintärkeä	e	ä	10		
5723	elinvoima	e	a	9		
5724	elinvoimainen	e	n	13		
5725	elinvoimaisuus	e	s	14		
5726	elinvuosi	e	i	9		
5727	elinympäristö	e	ö	13		
5728	elitismi	e	i	8		
5729	elitistinen	e	n	11		
5730	elitistisyys	e	s	12		
5731	eliö	e	ö	4		
5732	eliökehä	e	ä	8		
5733	eliökunta	e	a	9		
5734	eliömaantiede	e	e	13		
5735	eliöstö	e	ö	7		
5736	eliöyhteisö	e	ö	11		
5737	elje	e	e	4		
5738	ellei	e	i	5		
5739	ellipsi	e	i	7		
5740	elliptinen	e	n	10		
5741	elliptisyys	e	s	11		
5742	ellottaa	e	a	8		
5743	ellotus	e	s	7		
5744	elo	e	o	3		
5745	elohiiri	e	i	8		
5746	elohopea	e	a	8		
5747	elohopeailmapuntari	e	i	19		
5748	elohopealamppu	e	u	14		
5749	elohopealämpömittari	e	i	20		
5750	elohopeamillimetri	e	i	18		
5751	elohopeamyrkytys	e	s	16		
5752	elohopeapatsas	e	s	14		
5753	elohopeaseos	e	s	12		
5754	elohopeayhdiste	e	e	15		
5755	eloisa	e	a	6		
5756	eloisasti	e	i	9		
5757	eloisuus	e	s	8		
5758	elojuhla	e	a	8		
5759	eloksoida	e	a	9		
5760	eloksointi	e	i	10		
5761	elokuinen	e	n	9		
5762	elokuu	e	u	6		
5763	elokuva	e	a	7		
5764	elokuvaaja	e	a	10		
5765	elokuva-arkisto	e	o	15		
5766	elokuva-arvostelu	e	u	17		
5767	elokuvafestivaalit	e	t	18		
5768	elokuvajuhlat	e	t	13		
5769	elokuvakamera	e	a	13		
5770	elokuvakerho	e	o	12		
5771	elokuvakone	e	e	11		
5772	elokuvalippu	e	u	12		
5773	elokuvamusiikki	e	i	15		
5774	elokuvanäyttelijä	e	ä	17		
5775	elokuvaohjaaja	e	a	14		
5776	elokuvaprojektori	e	i	17		
5777	elokuvasankari	e	i	14		
5778	elokuvastudio	e	o	13		
5779	elokuvasäveltäjä	e	ä	16		
5780	elokuvata	e	a	9		
5781	elokuvataide	e	e	12		
5782	elokuvatarkastamo	e	o	17		
5783	elokuvateatteri	e	i	15		
5784	elokuvatuottaja	e	a	15		
5785	elokuvatähti	e	i	12		
5786	elokuvaus	e	s	9		
5787	elokuvayleisö	e	ö	13		
5788	elollinen	e	n	9		
5789	elollistaa	e	a	10		
5790	elollisuus	e	s	10		
5791	elonkipinä	e	ä	10		
5792	elonkorjaaja	e	a	12		
5793	elonkorjuu	e	u	10		
5794	elonkorjuujuhla	e	a	15		
5795	elonmerkki	e	i	10		
5796	elonpäivä	e	ä	9		
5797	elonretki	e	i	9		
5798	elontaival	e	l	10		
5799	eloon	e	n	5		
5800	elopaino	e	o	8		
5801	elopelto	e	o	8		
5802	eloperäinen	e	n	11		
5803	eloperäisyys	e	s	12		
5804	elosalama	e	a	9		
5805	elossa	e	a	6		
5806	elostelija	e	a	10		
5807	elostella	e	a	9		
5808	elostelu	e	u	8		
5809	elostua	e	a	7		
5810	elostuttaa	e	a	10		
5811	eloton	e	n	6		
5812	elottomasti	e	i	11		
5813	elottomuus	e	s	10		
5814	elotuli	e	i	7		
5815	elovalkea	e	a	9		
5816	elpyä	e	ä	5		
5817	eltaantua	e	a	9		
5818	elukka	e	a	6		
5819	elvistellä	e	ä	10		
5820	elvistely	e	y	9		
5821	elvyke	e	e	6		
5822	elvyttää	e	ä	8		
5823	elvytys	e	s	7		
5824	elähdyttää	e	ä	10		
5825	elähtänyt	e	t	9		
5826	eläimellinen	e	n	12		
5827	eläimellisesti	e	i	14		
5828	eläimellisyys	e	s	13		
5829	eläimistö	e	ö	9		
5830	eläin	e	n	5		
5831	eläinkanta	e	a	10		
5832	eläinkoe	e	e	8		
5833	eläinkunta	e	a	10		
5834	eläinlaji	e	i	9		
5835	eläinlajisto	e	o	12		
5836	eläinlääke	e	e	10		
5837	eläinlääketiede	e	e	15		
5838	eläinlääketieteellinen	e	n	22		
5839	eläinlääkintä	e	ä	13		
5840	eläinlääkintöneuvos	e	s	19		
5841	eläinlääkäri	e	i	12		
5842	eläinmaailma	e	a	12		
5843	eläinmaantiede	e	e	14		
5844	eläinmuseo	e	o	10		
5845	eläinnäyttely	e	y	13		
5846	eläinopillinen	e	n	14		
5847	eläinoppi	e	i	9		
5848	eläinperäinen	e	n	13		
5849	eläinpsykologia	e	a	15		
5850	eläinpuisto	e	o	11		
5851	eläinpöly	e	y	9		
5852	eläinrakas	e	s	10		
5853	eläinrasva	e	a	10		
5854	eläinrata	e	a	9		
5855	eläinravinto	e	o	12		
5856	eläinrehu	e	u	9		
5857	eläinrääkkäys	e	s	13		
5858	eläinsairaala	e	a	13		
5859	eläinsatu	e	u	9		
5860	eläinsuoja	e	a	10		
5861	eläinsuojelija	e	a	14		
5862	eläinsuojelu	e	u	12		
5863	eläintarha	e	a	10		
5864	eläintauti	e	i	10		
5865	eläintenhoitaja	e	a	15		
5866	eläintenkesyttäjä	e	ä	17		
5867	eläintiede	e	e	10		
5868	eläintieteellinen	e	n	17		
5869	eläintieteilijä	e	ä	15		
5870	eläjä	e	ä	5		
5871	eläke	e	e	5		
5872	eläkeikä	e	ä	8		
5873	eläkeikäinen	e	n	12		
5874	eläkekassa	e	a	10		
5875	eläkeläinen	e	n	11		
5876	eläkemaksu	e	u	10		
5877	eläkeoikeus	e	s	11		
5878	eläkerahasto	e	o	12		
5879	eläkesäätiö	e	ö	11		
5880	eläketurva	e	a	10		
5881	eläkevakuutus	e	s	13		
5882	eläkkeensaaja	e	a	13		
5883	eläköityä	e	ä	9		
5884	eläköön	e	n	7		
5885	eläköön-huuto	e	o	13		
5886	elämyksekäs	e	s	11		
5887	elämyksellinen	e	n	14		
5888	elämyksellisesti	e	i	16		
5889	elämyksellisyys	e	s	15		
5890	elämys	e	s	6		
5891	elämysmaailma	e	a	13		
5892	elämyspohja	e	a	11		
5893	elämä	e	ä	5		
5894	elämäkerrallinen	e	n	16		
5895	elämäkerta	e	a	10		
5896	elämäkertakirjallisuus	e	s	22		
5897	elämäkertateos	e	s	14		
5898	elämäkerturi	e	i	12		
5899	elämänaika	e	a	10		
5900	elämänaikainen	e	n	14		
5901	elämänalue	e	e	10		
5902	elämänarvo	e	o	10		
5903	elämänasenne	e	e	12		
5904	elämänehto	e	o	10		
5905	elämäneliksiiri	e	i	15		
5906	elämänfilosofia	e	a	15		
5907	elämänhallinta	e	a	14		
5908	elämänhalu	e	u	10		
5909	elämänhaluinen	e	n	14		
5910	elämänihanne	e	e	12		
5911	elämänilmiö	e	ö	11		
5912	elämänilo	e	o	9		
5913	elämäniloinen	e	n	13		
5914	elämänjano	e	o	10		
5915	elämänjärjestys	e	s	15		
5916	elämänkaari	e	i	11		
5917	elämänkatsomuksellinen	e	n	22		
5918	elämänkatsomuksellisesti	e	i	24		
5919	elämänkatsomus	e	s	14		
5920	elämänkatsomustieto	e	o	19		
5921	elämänkielteinen	e	n	16		
5922	elämänkielteisesti	e	i	18		
5923	elämänkielteisyys	e	s	17		
5924	elämänkipinä	e	ä	12		
5925	elämänkohtalo	e	o	13		
5926	elämänkokemus	e	s	13		
5927	elämänkoulu	e	u	11		
5928	elämänkumppani	e	i	14		
5929	elämänkutsumus	e	s	14		
5930	elämänkäsitys	e	s	13		
5931	elämänlaatu	e	u	11		
5932	elämänlanka	e	a	11		
5933	elämänläheinen	e	n	14		
5934	elämänläheisesti	e	i	16		
5935	elämänläheisyys	e	s	15		
5936	elämänmeno	e	o	10		
5937	elämänmuoto	e	o	11		
5938	elämänmuutos	e	s	12		
5939	elämänmyönteinen	e	n	16		
5940	elämänmyönteisesti	e	i	18		
5941	elämänmyönteisyys	e	s	17		
5942	elämännälkä	e	ä	11		
5943	elämänohje	e	e	10		
5944	elämänpelko	e	o	11		
5945	elämänpiiri	e	i	11		
5946	elämänpuu	e	u	9		
5947	elämänrytmi	e	i	11		
5948	elämäntaiteilija	e	a	16		
5949	elämäntaival	e	l	12		
5950	elämäntapa	e	a	10		
5951	elämäntapasairaus	e	s	17		
5952	elämäntarina	e	a	12		
5953	elämäntehtävä	e	ä	13		
5954	elämäntoveri	e	i	12		
5955	elämäntyyli	e	i	11		
5956	elämäntyö	e	ö	9		
5957	elämänura	e	a	9		
5958	elämänusko	e	o	10		
5959	elämänvaihe	e	e	11		
5960	elämänviisaus	e	s	13		
5961	elämöidä	e	ä	8		
5962	elämöinti	e	i	9		
5963	elätellä	e	ä	8		
5964	elätti	e	i	6		
5965	elättivaris	e	s	11		
5966	elättäjä	e	ä	8		
5967	elättää	e	ä	7		
5968	elävyys	e	s	7		
5969	elävä	e	ä	5		
5970	elävältä	e	ä	8		
5971	elävästi	e	i	8		
5972	elävöittää	e	ä	10		
5973	elävöityä	e	ä	9		
5974	eläymys	e	s	7		
5975	eläytymiskyky	e	y	13		
5976	eläytyä	e	ä	7		
5977	elää	e	ä	4		
5978	emakko	e	o	6		
5979	emali	e	i	5		
5980	emalikattila	e	a	12		
5981	emalimaalaus	e	s	12		
5982	emalimaali	e	i	10		
5983	emalimuki	e	i	9		
5984	emalipinta	e	a	10		
5985	emalipäällyste	e	e	14		
5986	emalitaide	e	e	10		
5987	emaliväri	e	i	9		
5988	emaloida	e	a	8		
5989	emalointi	e	i	9		
5990	emansipaatio	e	o	12		
5991	emansipoida	e	a	11		
5992	emansipoitua	e	a	12		
5993	embargo	e	o	7		
5994	embleemi	e	i	8		
5995	embryo	e	o	6		
5996	embryologi	e	i	10		
